"IBM Posto","Nome Posto","Data","Hora","Tipo","Bomba","Bico","Produto","Volume (L)","Valor a Receber","Desconto Posto","Desconto Shell","Creditos no Shellbox","Shell Box Clube","Valor Pago Cliente","Cod. Status Transacao","Status Transacao","ID Frentista","ID Transacao","ID do Produto","Payout Status","Pagamento ID 1","Parceiro","Codigo do Voucher","Nome da Campanha","Data de inicio da Transação","Categoria"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","16:33:50","Abastecimento","3","6","Gasolina Comum","32.31","R$ 200,00","R$ 3,23","R$ 0,00","R$ 0,00","R$ 0,00","R$ 196,77","3","Sucesso","B32809EED07E1A38","189758570","11","","-","-","-","-","2025-01-17 19:33:27.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","16:29:45","Abastecimento","2","3","Etanol Comum","35.8","R$ 150,00","R$ 3,58","R$ 0,00","R$ 0,00","R$ 0,00","R$ 146,42","3","Sucesso","B32809EED07E1A38","189757918","21","","-","-","-","-","2025-01-17 19:29:26.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","16:16:30","Abastecimento","7","17","Shell Evolux Diesel S-10","62.79","R$ 388,67","R$ 6,28","R$ 9,42","R$ 0,00","R$ 3,33","R$ 369,64","3","Sucesso","B32809EED07E1A38","189755774","34","","-","-","824ac127-d919-4e62-b99e-d8556aabb5dc","AP-CRM-RET-2361","2025-01-17 19:15:51.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","16:15:05","Abastecimento","3","6","Gasolina Comum","8.08","R$ 50,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 50,00","3","Sucesso","B32809EED07ED77A","189755658","11","-","45337479","-","-","-","2025-01-17 19:15:05.000 UTC","App Porto Seguro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","16:13:29","Abastecimento","3","5","Etanol Comum","23.87","R$ 100,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 100,00","3","Sucesso","B32809EED07ED77A","189755415","21","-","45337457","-","-","-","2025-01-17 19:13:29.000 UTC","App Porto Seguro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","16:12:35","Abastecimento","6","14","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809092ED863D9","189755245","21","","-","-","-","-","2025-01-17 19:12:23.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","16:02:31","Abastecimento","7","17","Shell Evolux Diesel S-10","178.21","R$ 1103,12","R$ 7,00","R$ 10,00","R$ 0,00","R$ 0,00","R$ 1086,12","3","Sucesso","B3CF6CA313787E3E","189753642","34","","-","-","2b0d641f-4e87-445c-929a-010a0f4bf515","AP-CRM-RET-2361","2025-01-17 19:01:45.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","16:02:05","Abastecimento","3","6","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B32809EED07ED77A","189753578","11","","99627932886","Mercado Pago","-","-","2025-01-17 19:01:18.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","16:00:36","Abastecimento","2","3","Etanol Comum","41.5","R$ 173,88","R$ 4,15","R$ 0,00","R$ 0,00","R$ 2,02","R$ 167,71","3","Sucesso","B32809EED07E1A38","189753393","21","","-","-","-","-","2025-01-17 19:00:03.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","15:52:18","Abastecimento","2","4","Gasolina Comum","29.08","R$ 180,00","R$ 2,91","R$ 0,00","R$ 0,00","R$ 0,00","R$ 177,09","3","Sucesso","B32809EED07E1A38","189752180","11","","-","-","-","-","2025-01-17 18:51:40.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","15:49:00","Abastecimento","1","1","Etanol Comum","16.5","R$ 69,14","R$ 1,65","R$ 0,00","R$ 0,00","R$ 0,00","R$ 67,49","3","Sucesso","B32809D53885477E","189751727","21","","-","-","-","-","2025-01-17 18:48:46.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","15:43:01","Abastecimento","5","12","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B32809EED07E1A38","189750837","11","","99260507681","Mercado Pago","-","-","2025-01-17 18:42:44.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","15:42:44","Abastecimento","3","13","Shell V-Power Gasolina","10.62","R$ 70,00","R$ 1,06","R$ 0,00","R$ 0,00","R$ 0,00","R$ 68,94","3","Sucesso","B32809092ED863D9","189750810","12","","-","-","-","-","2025-01-17 18:42:30.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","15:38:06","Abastecimento","3","6","Gasolina Comum","24.23","R$ 150,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 150,00","3","Sucesso","B32809EED07E1A38","189750187","11","-","45336773","-","-","-","2025-01-17 18:38:06.000 UTC","App Porto Seguro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","15:26:14","Abastecimento","2","4","Gasolina Comum","30.14","R$ 186,57","R$ 3,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 183,56","3","Sucesso","B32809EED07E1A38","189748450","11","","-","-","-","-","2025-01-17 18:26:00.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","15:21:56","Abastecimento","4","8","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809092ED863D9","189747839","21","","99258675361","Mercado Pago","-","-","2025-01-17 18:21:40.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","15:20:22","Abastecimento","2","10","Shell V-Power Gasolina","22.76","R$ 150,00","R$ 2,28","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,72","3","Sucesso","B32809EED07E1A38","189747621","12","","-","-","-","-","2025-01-17 18:20:05.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","15:02:37","Abastecimento","2","4","Gasolina Comum","4.85","R$ 30,00","R$ 0,48","R$ 0,00","R$ 0,00","R$ 0,00","R$ 29,52","3","Sucesso","B32809092ED863D9","189745160","11","","-","-","-","-","2025-01-17 18:02:14.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","14:59:54","Abastecimento","4","9","Gasolina Comum","38.53","R$ 238,50","R$ 3,85","R$ 0,00","R$ 0,00","R$ 0,00","R$ 234,65","3","Sucesso","B32809092ED863D9","189744792","11","","-","-","-","-","2025-01-17 17:59:30.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","14:57:14","Abastecimento","6","15","Gasolina Comum","24.23","R$ 150,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 150,00","3","Sucesso","B32809EED07ED77A","189744460","11","-","45336045","-","-","-","2025-01-17 17:57:14.000 UTC","App Porto Seguro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","14:51:42","Abastecimento","4","9","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B3CF6CA313787E3E","189743606","11","","-","-","-","-","2025-01-17 17:51:24.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","14:46:57","Abastecimento","1","1","Etanol Comum","35.43","R$ 148,45","R$ 3,54","R$ 0,00","R$ 0,00","R$ 0,00","R$ 144,91","3","Sucesso","B32809EED07ED77A","189742968","21","","-","-","-","-","2025-01-17 17:46:44.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","14:37:34","Abastecimento","3","5","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B3CF6CA313787E3E","189741675","21","","-","-","-","-","2025-01-17 17:37:11.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","14:12:13","Abastecimento","1","1","Etanol Comum","32.07","R$ 134,37","R$ 3,21","R$ 0,00","R$ 0,00","R$ 0,00","R$ 131,16","3","Sucesso","B32809EED07ED77A","189738231","21","","99252502737","Mercado Pago","-","-","2025-01-17 17:11:56.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","14:03:52","Abastecimento","3","5","Etanol Comum","7.16","R$ 30,00","R$ 0,72","R$ 0,00","R$ 0,00","R$ 0,00","R$ 29,28","3","Sucesso","B32809EED033D53C","189737039","21","","-","-","-","-","2025-01-17 17:03:05.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","13:52:28","Abastecimento","2","4","Gasolina Comum","35.43","R$ 219,31","R$ 3,54","R$ 0,00","R$ 0,00","R$ 0,00","R$ 215,77","3","Sucesso","B32809092ED863D9","189735656","11","","-","-","-","-","2025-01-17 16:52:10.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","13:47:43","Abastecimento","4","8","Etanol Comum","20.11","R$ 84,26","R$ 2,01","R$ 0,00","R$ 0,00","R$ 0,00","R$ 82,25","3","Sucesso","B32809EED07EF3DA","189735043","21","","99249986911","Mercado Pago","-","-","2025-01-17 16:47:18.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","13:41:30","Abastecimento","6","15","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 147,58","R$ 0,00","R$ 0,00","3","Sucesso","B32809EED07EF3DA","189734182","11","","-","Mercado Pago","-","-","2025-01-17 16:41:08.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","13:37:02","Abastecimento","5","12","Gasolina Comum","32.31","R$ 200,00","R$ 3,23","R$ 0,00","R$ 0,00","R$ 0,00","R$ 196,77","3","Sucesso","B32809092ED863D9","189733595","11","","99613507882","Mercado Pago","-","-","2025-01-17 16:36:36.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","13:35:26","Abastecimento","3","5","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED033D53C","189733378","21","","-","-","-","-","2025-01-17 16:35:06.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","13:33:23","Abastecimento","4","8","Etanol Comum","6.68","R$ 28,00","R$ 0,67","R$ 0,00","R$ 0,00","R$ 0,00","R$ 27,33","3","Sucesso","B32809092ED863D9","189732979","21","","20050014x189732979x1737131550678","-","-","-","2025-01-17 16:32:08.000 UTC","Pix"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","13:20:50","Abastecimento","4","9","Gasolina Comum","44.57","R$ 275,89","R$ 4,46","R$ 0,00","R$ 0,00","R$ 2,28","R$ 269,15","3","Sucesso","B32809EED07EF3DA","189731391","11","","99247230751","Mercado Pago","-","-","2025-01-17 16:20:16.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","12:52:42","Abastecimento","4","9","Gasolina Comum","12.92","R$ 80,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 80,00","3","Sucesso","B32809EED033236E","189727747","11","-","undefined","-","-","-","2025-01-17 15:52:42.000 UTC","App XP Investimentos"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","12:51:03","Abastecimento","1","2","Gasolina Comum","4.85","R$ 30,00","R$ 0,48","R$ 0,00","R$ 0,00","R$ 0,00","R$ 29,52","3","Sucesso","B32809D538851035","189727497","11","","-","-","-","-","2025-01-17 15:50:46.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","12:45:57","Abastecimento","1","1","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED07EF3DA","189726798","21","","-","-","-","-","2025-01-17 15:45:38.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","12:36:10","Abastecimento","6","14","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809D538851035","189725483","21","","99607782170","Mercado Pago","-","-","2025-01-17 15:35:50.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","12:16:50","Abastecimento","2","4","Gasolina Comum","5.66","R$ 35,04","R$ 0,57","R$ 0,00","R$ 0,00","R$ 0,00","R$ 34,47","3","Sucesso","B32809EED033D53C","189722835","11","","-","-","-","-","2025-01-17 15:16:32.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","12:13:55","Abastecimento","4","9","Gasolina Comum","2.58","R$ 16,00","R$ 0,26","R$ 0,00","R$ 0,00","R$ 0,00","R$ 15,74","4","Pagamento Recusado","B32809EED033236E","189722273","11","","99238415973","Mercado Pago","-","-","2025-01-17 15:12:19.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","12:07:27","Abastecimento","6","15","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B32809EED033D53C","189721443","11","","-","-","-","-","2025-01-17 15:06:18.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","12:07:26","Abastecimento","4","8","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED033236E","189721557","21","","-","-","-","-","2025-01-17 15:07:02.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","12:01:43","Abastecimento","1","1","Etanol Comum","14.32","R$ 60,00","R$ 1,43","R$ 0,00","R$ 0,00","R$ 0,00","R$ 58,57","3","Sucesso","B32809EED07EF3DA","189720864","21","","-","-","-","-","2025-01-17 15:01:32.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","11:56:55","Abastecimento","2","3","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 39,04","R$ 58,57","3","Sucesso","B32809EED033D53C","189720209","21","","-","-","-","-","2025-01-17 14:56:23.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","11:55:04","Abastecimento","5","12","Gasolina Comum","41.4","R$ 256,27","R$ 4,14","R$ 0,00","R$ 0,00","R$ 0,00","R$ 252,13","3","Sucesso","B32809EED07EF3DA","189719981","11","","99236211993","Mercado Pago","-","-","2025-01-17 14:54:44.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","11:52:34","Abastecimento","1","2","Gasolina Comum","40.91","R$ 253,23","R$ 4,09","R$ 0,00","R$ 0,00","R$ 0,00","R$ 249,14","3","Sucesso","B32809EED033236E","189719664","11","","99602442234","Mercado Pago","-","-","2025-01-17 14:52:11.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","11:47:37","Abastecimento","2","4","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED07EF3DA","189718975","11","","-","-","-","-","2025-01-17 14:47:09.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","11:35:24","Abastecimento","2","4","Gasolina Comum","36.44","R$ 225,56","R$ 3,64","R$ 0,00","R$ 0,00","R$ 4,62","R$ 217,30","3","Sucesso","B32809EED033236E","189717348","11","","99599405586","Mercado Pago","-","-","2025-01-17 14:34:51.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","11:30:14","Abastecimento","4","8","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809EED07EF3DA","189716764","21","","-","-","-","-","2025-01-17 14:29:58.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","11:29:27","Abastecimento","6","15","Gasolina Comum","32.31","R$ 200,00","R$ 3,23","R$ 0,00","R$ 0,00","R$ 0,00","R$ 196,77","3","Sucesso","B32809EED07EF3DA","189716657","11","","-","-","-","-","2025-01-17 14:29:08.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","11:23:47","Abastecimento","3","6","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B32809D538851035","189715921","11","","-","-","-","-","2025-01-17 14:23:23.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","11:22:20","Abastecimento","3","5","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809D538851035","189715715","21","","-","-","-","-","2025-01-17 14:21:50.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","11:12:44","Abastecimento","7","17","Shell Evolux Diesel S-10","50.75","R$ 314,14","R$ 5,08","R$ 7,61","R$ 0,00","R$ 0,00","R$ 301,45","3","Sucesso","B32809D538851035","189714428","34","","-","-","058dcc4d-337b-4d5b-b792-6a5f51513ca8","AP-CRM-RET-2361","2025-01-17 14:12:27.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","10:56:13","Abastecimento","4","9","Gasolina Comum","24.23","R$ 150,00","R$ 2,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 147,58","3","Sucesso","B32809EED033236E","189712247","11","","-","-","-","-","2025-01-17 13:55:57.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","10:52:05","Abastecimento","3","13","Shell V-Power Gasolina","38.4","R$ 253,06","R$ 3,84","R$ 0,00","R$ 0,00","R$ 0,00","R$ 249,22","3","Sucesso","B32809EED033236E","189711712","12","","-","-","-","-","2025-01-17 13:51:52.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","10:43:15","Abastecimento","3","13","Shell V-Power Gasolina","24.21","R$ 159,54","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 159,54","3","Sucesso","B32809EED033236E","189710633","12","-","45331934","-","-","-","2025-01-17 13:43:15.000 UTC","App Porto Seguro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","10:31:23","Abastecimento","3","5","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 9,02","R$ 88,59","3","Sucesso","B32809092ED863D9","189708998","21","","-","-","-","-","2025-01-17 13:30:55.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","10:22:32","Abastecimento","2","4","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED033D53C","189707825","11","","-","-","-","-","2025-01-17 13:22:18.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","10:15:51","Abastecimento","6","15","Gasolina Comum","8.08","R$ 50,00","R$ 0,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 49,19","3","Sucesso","B32809EED033D53C","189706913","11","","-","-","-","-","2025-01-17 13:15:36.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","10:14:25","Abastecimento","6","14","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED033D53C","189706743","21","","-","-","-","-","2025-01-17 13:14:10.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","10:07:45","Abastecimento","6","15","Gasolina Comum","8.56","R$ 53,00","R$ 0,86","R$ 0,00","R$ 0,00","R$ 0,00","R$ 52,14","3","Sucesso","B32809EED033D53C","189705865","11","","-","-","-","-","2025-01-17 13:07:29.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","10:07:31","Abastecimento","4","8","Etanol Comum","36.75","R$ 153,98","R$ 3,68","R$ 0,00","R$ 0,00","R$ 0,00","R$ 150,30","3","Sucesso","B32809EED033D53C","189705807","21","","-","-","-","-","2025-01-17 13:07:01.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","10:00:07","Abastecimento","6","14","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 2,26","R$ 95,35","3","Sucesso","B32809D538851035","189704795","21","","-","-","-","-","2025-01-17 12:59:38.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","10:00:02","Abastecimento","4","8","Etanol Comum","26.86","R$ 112,54","R$ 2,69","R$ 0,00","R$ 0,00","R$ 0,00","R$ 109,85","3","Sucesso","B32809EED033D53C","189704823","21","","-","-","-","-","2025-01-17 12:59:49.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","09:57:52","Abastecimento","4","8","Etanol Comum","11.93","R$ 50,00","R$ 1,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 48,81","3","Sucesso","B32809EED033D53C","189704435","21","","-","-","-","-","2025-01-17 12:57:13.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","09:56:39","Abastecimento","2","3","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809EED033236E","189704347","21","","-","-","-","-","2025-01-17 12:56:26.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","09:48:10","Abastecimento","4","8","Etanol Comum","44.19","R$ 185,16","R$ 4,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 180,74","3","Sucesso","B32809EED033D53C","189703143","21","","-","-","-","-","2025-01-17 12:47:51.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","09:33:57","Abastecimento","5","18","Shell V-Power Gasolina","5.0","R$ 32,95","R$ 0,50","R$ 0,00","R$ 0,00","R$ 0,00","R$ 32,45","3","Sucesso","B32809EED07EF3DA","189701202","12","","-","-","-","-","2025-01-17 12:33:39.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","09:31:40","Abastecimento","4","9","Gasolina Comum","31.51","R$ 195,05","R$ 3,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 191,90","3","Sucesso","B32809EED033D53C","189700851","11","","99221794923","Mercado Pago","-","-","2025-01-17 12:31:24.000 UTC","Cartão Mercado Pago"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","09:23:14","Abastecimento","3","5","Etanol Comum","19.09","R$ 80,00","R$ 1,91","R$ 0,00","R$ 0,00","R$ 0,00","R$ 78,09","3","Sucesso","B32809EED033D53C","189699750","21","","-","-","-","-","2025-01-17 12:22:50.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","09:16:46","Abastecimento","7","17","Shell Evolux Diesel S-10","32.31","R$ 200,00","R$ 3,23","R$ 4,85","R$ 0,00","R$ 0,00","R$ 191,92","3","Sucesso","B32809EED033D53C","189698846","34","","-","-","8a3c7a87-604d-452d-9bf7-20fd620a8c0f","AP-CRM-RET-2361","2025-01-17 12:16:11.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","08:53:48","Abastecimento","5","11","Etanol Comum","37.39","R$ 156,66","R$ 3,74","R$ 0,00","R$ 0,00","R$ 0,00","R$ 152,92","3","Sucesso","B32809EED033236E","189695816","21","","-","-","-","-","2025-01-17 11:53:32.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","08:49:58","Abastecimento","6","15","Gasolina Comum","16.16","R$ 100,00","R$ 1,62","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98,38","3","Sucesso","B32809EED033236E","189695256","11","","-","-","-","-","2025-01-17 11:49:41.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","08:29:11","Abastecimento","2","3","Etanol Comum","23.87","R$ 100,00","R$ 2,39","R$ 0,00","R$ 0,00","R$ 0,00","R$ 97,61","3","Sucesso","B32809EED07EF3DA","189692235","21","","-","-","-","-","2025-01-17 11:28:12.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","08:18:52","Abastecimento","2","3","Etanol Comum","9.55","R$ 40,00","R$ 0,96","R$ 0,00","R$ 0,00","R$ 0,00","R$ 39,04","3","Sucesso","B32809EED033236E","189690797","21","","-","-","-","-","2025-01-17 11:18:09.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","08:16:31","Abastecimento","4","8","Etanol Comum","23.87","R$ 100,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 100,00","3","Sucesso","B32809EED033D53C","189690490","21","","70224721-5c84-4409-b9bd-4f4eda2956a0","-","-","-","2025-01-17 11:16:09.000 UTC","Payly"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","08:10:21","Abastecimento","6","15","Gasolina Comum","11.31","R$ 70,00","R$ 1,13","R$ 0,00","R$ 0,00","R$ 0,00","R$ 68,87","3","Sucesso","B32809EED033236E","189689583","11","","-","-","-","-","2025-01-17 11:10:04.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","08:08:23","Abastecimento","5","12","Gasolina Comum","50.76","R$ 314,20","R$ 5,08","R$ 0,00","R$ 0,00","R$ 0,00","R$ 309,12","3","Sucesso","B32809EED033D53C","189689165","11","","-","-","-","-","2025-01-17 11:07:28.000 UTC","Dinheiro"
"886700","Auto Posto Viaduto Do Mirante Ltda","2025-01-17","07:40:09","Abastecimento","2","10","Shell V-Power Gasolina","4.55","R$ 30,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 30,00","3","Sucesso","B32809EED033236E","189685480","12","-","8dc12c05-9f6e-44d8-a9a5-912ea3c83fe6","-","-","-","2025-01-17 10:40:09.000 UTC","App Banco Inter"
